,FECHA,FESTIVIDAD,DIA_SEMANA,DIA_QUINCENA,SEMANA,MES
1552,2024-11-30,NO FESTIVO,Sábado,1,47,11
1553,2024-12-01,NO FESTIVO,Domingo,0,48,12
1554,2024-12-02,NO FESTIVO,Lunes,0,48,12
1555,2024-12-03,NO FESTIVO,Martes,0,48,12
1556,2024-12-04,NO FESTIVO,Miércoles,0,48,12
1557,2024-12-05,NO FESTIVO,Jueves,0,48,12
1558,2024-12-06,NO FESTIVO,Viernes,0,48,12
1559,2024-12-07,NO FESTIVO,Sábado,0,48,12
1560,2024-12-08,FESTIVO,Domingo,0,49,12
1561,2024-12-09,NO FESTIVO,Lunes,0,49,12
1562,2024-12-10,NO FESTIVO,Martes,0,49,12
1563,2024-12-11,NO FESTIVO,Miércoles,0,49,12
1564,2024-12-12,NO FESTIVO,Jueves,0,49,12
1565,2024-12-13,NO FESTIVO,Viernes,0,49,12
1566,2024-12-14,NO FESTIVO,Sábado,0,49,12
1567,2024-12-15,NO FESTIVO,Domingo,1,50,12
1568,2024-12-16,NO FESTIVO,Lunes,0,50,12
1569,2024-12-17,NO FESTIVO,Martes,0,50,12
1570,2024-12-18,NO FESTIVO,Miércoles,0,50,12
1571,2024-12-19,NO FESTIVO,Jueves,0,50,12
1572,2024-12-20,NO FESTIVO,Viernes,0,50,12
1573,2024-12-21,NO FESTIVO,Sábado,0,50,12
1574,2024-12-22,NO FESTIVO,Domingo,0,51,12
1575,2024-12-23,NO FESTIVO,Lunes,0,51,12
1576,2024-12-24,NAVIDAD,Martes,0,51,12
1577,2024-12-25,NAVIDAD,Miércoles,0,51,12
1578,2024-12-26,NO FESTIVO,Jueves,0,51,12
1579,2024-12-27,NO FESTIVO,Viernes,0,51,12
1580,2024-12-28,NO FESTIVO,Sábado,0,51,12
1581,2024-12-29,NO FESTIVO,Domingo,0,52,12
1582,2024-12-30,NO FESTIVO,Lunes,1,52,12
1583,2024-12-31,NAVIDAD,Martes,1,52,12
